site,year,env,rep,row,col,entry,yield
Yuma,2025,Yuma_2025,2.00,25.00,4.00,31.00,78.50
Yuma,2025,Yuma_2025,3.00,24.00,5.00,31.00,73.60
Burlington,2025,Burlington_2025,1.00,3.00,3.00,32.00,70.18
Burlington,2025,Burlington_2025,2.00,1.00,7.00,32.00,71.24
Burlington,2025,Burlington_2025,3.00,7.00,11.00,32.00,73.20
Lamar,2025,Lamar_2025,1.00,17.00,1.00,32.00,79.10
Lamar,2025,Lamar_2025,2.00,11.00,4.00,32.00,84.77
Lamar,2025,Lamar_2025,3.00,19.00,6.00,32.00,89.45
SLake,2025,SLake_2025,1.00,7.00,3.00,32.00,70.35
SLake,2025,SLake_2025,2.00,10.00,4.00,32.00,69.23
SLake,2025,SLake_2025,3.00,3.00,6.00,32.00,64.47
Walsh,2025,Walsh_2025,1.00,14.00,2.00,32.00,74.32
Walsh,2025,Walsh_2025,2.00,11.00,4.00,32.00,75.47
Walsh,2025,Walsh_2025,3.00,9.00,6.00,32.00,79.61
Akron,2025,Akron_2025,1.00,4.00,2.00,32.00,48.09
Akron,2025,Akron_2025,2.00,8.00,8.00,32.00,51.67
Akron,2025,Akron_2025,3.00,7.00,9.00,32.00,48.98
Genoa,2025,Genoa_2025,1.00,13.00,2.00,32.00,58.02
Genoa,2025,Genoa_2025,2.00,6.00,4.00,32.00,34.65
Genoa,2025,Genoa_2025,3.00,23.00,6.00,32.00,50.12
Julesburg,2025,Julesburg_2025,1.00,12.00,2.00,32.00,55.24
Julesburg,2025,Julesburg_2025,2.00,4.00,7.00,32.00,60.15
Julesburg,2025,Julesburg_2025,3.00,2.00,11.00,32.00,53.23
Orchard,2025,Orchard_2025,1.00,1.00,3.00,32.00,34.96
Orchard,2025,Orchard_2025,2.00,9.00,6.00,32.00,25.24
Orchard,2025,Orchard_2025,3.00,4.00,9.00,32.00,39.39
Yuma,2025,Yuma_2025,1.00,15.00,2.00,32.00,
Yuma,2025,Yuma_2025,2.00,12.00,4.00,32.00,93.24
Yuma,2025,Yuma_2025,3.00,25.00,5.00,32.00,78.23
Burlington,2025,Burlington_2025,1.00,4.00,1.00,33.00,62.27
Burlington,2025,Burlington_2025,2.00,2.00,8.00,33.00,68.30
Burlington,2025,Burlington_2025,3.00,5.00,11.00,33.00,70.25
Lamar,2025,Lamar_2025,1.00,11.00,1.00,33.00,81.09
Lamar,2025,Lamar_2025,2.00,14.00,4.00,33.00,79.52
Lamar,2025,Lamar_2025,3.00,12.00,5.00,33.00,74.76
SLake,2025,SLake_2025,1.00,1.00,2.00,33.00,64.78
SLake,2025,SLake_2025,2.00,21.00,4.00,33.00,66.90
SLake,2025,SLake_2025,3.00,18.00,6.00,33.00,60.64
Walsh,2025,Walsh_2025,1.00,8.00,2.00,33.00,68.95
Walsh,2025,Walsh_2025,2.00,5.00,4.00,33.00,72.48
Walsh,2025,Walsh_2025,3.00,18.00,5.00,33.00,59.10
Akron,2025,Akron_2025,1.00,7.00,4.00,33.00,43.03
Akron,2025,Akron_2025,2.00,11.00,8.00,33.00,53.65
Akron,2025,Akron_2025,3.00,9.00,9.00,33.00,49.56
Genoa,2025,Genoa_2025,1.00,22.00,2.00,33.00,49.76
Genoa,2025,Genoa_2025,2.00,17.00,3.00,33.00,46.03
Genoa,2025,Genoa_2025,3.00,10.00,6.00,33.00,39.92
Julesburg,2025,Julesburg_2025,1.00,3.00,3.00,33.00,62.90
Julesburg,2025,Julesburg_2025,2.00,12.00,7.00,33.00,56.41
Julesburg,2025,Julesburg_2025,3.00,4.00,11.00,33.00,69.97
Orchard,2025,Orchard_2025,1.00,15.00,3.00,33.00,21.03
Orchard,2025,Orchard_2025,2.00,10.00,4.00,33.00,25.11
Orchard,2025,Orchard_2025,3.00,18.00,8.00,33.00,31.51
Yuma,2025,Yuma_2025,1.00,20.00,2.00,33.00,92.37
Yuma,2025,Yuma_2025,2.00,11.00,3.00,33.00,90.19
Yuma,2025,Yuma_2025,3.00,13.00,5.00,33.00,84.51
Burlington,2025,Burlington_2025,1.00,1.00,1.00,34.00,55.99
Burlington,2025,Burlington_2025,2.00,4.00,7.00,34.00,68.58
Burlington,2025,Burlington_2025,3.00,6.00,11.00,34.00,73.29
Lamar,2025,Lamar_2025,1.00,18.00,2.00,34.00,77.26
Lamar,2025,Lamar_2025,2.00,19.00,4.00,34.00,74.22
Lamar,2025,Lamar_2025,3.00,21.00,5.00,34.00,74.66
SLake,2025,SLake_2025,1.00,14.00,2.00,34.00,61.83
SLake,2025,SLake_2025,2.00,2.00,3.00,34.00,79.17
SLake,2025,SLake_2025,3.00,1.00,5.00,34.00,68.32
Walsh,2025,Walsh_2025,1.00,21.00,2.00,34.00,57.91
Walsh,2025,Walsh_2025,2.00,7.00,4.00,34.00,73.42
Walsh,2025,Walsh_2025,3.00,10.00,5.00,34.00,63.07
Akron,2025,Akron_2025,1.00,6.00,3.00,34.00,51.33
Akron,2025,Akron_2025,2.00,10.00,5.00,34.00,46.20
Akron,2025,Akron_2025,3.00,1.00,11.00,34.00,43.93
Genoa,2025,Genoa_2025,1.00,12.00,1.00,34.00,47.90
Genoa,2025,Genoa_2025,2.00,1.00,3.00,34.00,33.87
Genoa,2025,Genoa_2025,3.00,2.00,5.00,34.00,34.86
Julesburg,2025,Julesburg_2025,1.00,1.00,1.00,34.00,53.91
Julesburg,2025,Julesburg_2025,2.00,4.00,8.00,34.00,53.77
Julesburg,2025,Julesburg_2025,3.00,2.00,9.00,34.00,38.57
Orchard,2025,Orchard_2025,1.00,2.00,2.00,34.00,25.62
Orchard,2025,Orchard_2025,2.00,3.00,4.00,34.00,17.23
Orchard,2025,Orchard_2025,3.00,10.00,7.00,34.00,21.94
Yuma,2025,Yuma_2025,1.00,2.00,1.00,34.00,98.02
Yuma,2025,Yuma_2025,2.00,6.00,3.00,34.00,92.42
Yuma,2025,Yuma_2025,3.00,10.00,6.00,34.00,88.10
Burlington,2025,Burlington_2025,1.00,9.00,3.00,35.00,69.41
Burlington,2025,Burlington_2025,2.00,5.00,8.00,35.00,71.76
Burlington,2025,Burlington_2025,3.00,6.00,12.00,35.00,80.85
Lamar,2025,Lamar_2025,1.00,15.00,1.00,35.00,76.46
Lamar,2025,Lamar_2025,2.00,6.00,3.00,35.00,
Lamar,2025,Lamar_2025,3.00,20.00,5.00,35.00,77.71
SLake,2025,SLake_2025,1.00,11.00,2.00,35.00,60.13
SLake,2025,SLake_2025,2.00,6.00,4.00,35.00,72.23
SLake,2025,SLake_2025,3.00,20.00,5.00,35.00,65.26
Walsh,2025,Walsh_2025,1.00,19.00,2.00,35.00,75.40
Walsh,2025,Walsh_2025,2.00,1.00,4.00,35.00,78.25
Walsh,2025,Walsh_2025,3.00,15.00,5.00,35.00,69.43
Akron,2025,Akron_2025,1.00,10.00,1.00,35.00,47.89
Akron,2025,Akron_2025,2.00,13.00,7.00,35.00,40.08
Akron,2025,Akron_2025,3.00,5.00,11.00,35.00,35.92
Genoa,2025,Genoa_2025,1.00,14.00,2.00,35.00,47.52
Genoa,2025,Genoa_2025,2.00,15.00,3.00,35.00,50.93
Genoa,2025,Genoa_2025,3.00,18.00,6.00,35.00,46.90
Julesburg,2025,Julesburg_2025,1.00,8.00,1.00,35.00,53.24
Julesburg,2025,Julesburg_2025,2.00,1.00,5.00,35.00,49.22
Julesburg,2025,Julesburg_2025,3.00,13.00,11.00,35.00,50.30
Orchard,2025,Orchard_2025,1.00,9.00,3.00,35.00,15.65
Orchard,2025,Orchard_2025,2.00,11.00,5.00,35.00,23.41
Orchard,2025,Orchard_2025,3.00,14.00,9.00,35.00,20.73
Yuma,2025,Yuma_2025,1.00,16.00,2.00,35.00,92.17
Yuma,2025,Yuma_2025,2.00,20.00,3.00,35.00,90.14
Yuma,2025,Yuma_2025,3.00,15.00,6.00,35.00,88.07
Burlington,2025,Burlington_2025,1.00,7.00,4.00,36.00,53.90
Burlington,2025,Burlington_2025,2.00,8.00,5.00,36.00,48.22
Burlington,2025,Burlington_2025,3.00,3.00,12.00,36.00,53.68
Lamar,2025,Lamar_2025,1.00,16.00,1.00,36.00,79.53
Lamar,2025,Lamar_2025,2.00,5.00,4.00,36.00,72.09
Lamar,2025,Lamar_2025,3.00,19.00,5.00,36.00,75.26
SLake,2025,SLake_2025,1.00,19.00,2.00,36.00,68.56
SLake,2025,SLake_2025,2.00,11.00,3.00,36.00,68.64
SLake,2025,SLake_2025,3.00,20.00,6.00,36.00,59.23
Walsh,2025,Walsh_2025,1.00,7.00,1.00,36.00,59.37
Walsh,2025,Walsh_2025,2.00,17.00,4.00,36.00,61.59
Walsh,2025,Walsh_2025,3.00,16.00,5.00,36.00,53.32
Akron,2025,Akron_2025,1.00,12.00,3.00,36.00,43.72
Akron,2025,Akron_2025,2.00,2.00,7.00,36.00,44.55
Akron,2025,Akron_2025,3.00,6.00,10.00,36.00,38.72
Genoa,2025,Genoa_2025,1.00,1.00,2.00,36.00,53.40
Genoa,2025,Genoa_2025,2.00,8.00,3.00,36.00,49.68
Genoa,2025,Genoa_2025,3.00,26.00,6.00,36.00,51.07
Julesburg,2025,Julesburg_2025,1.00,10.00,2.00,36.00,58.27
Julesburg,2025,Julesburg_2025,2.00,5.00,8.00,36.00,56.98
Julesburg,2025,Julesburg_2025,3.00,2.00,10.00,36.00,39.28
Orchard,2025,Orchard_2025,1.00,7.00,1.00,36.00,35.91
Orchard,2025,Orchard_2025,2.00,1.00,4.00,36.00,31.23
Orchard,2025,Orchard_2025,3.00,15.00,8.00,36.00,47.97
Yuma,2025,Yuma_2025,1.00,26.00,2.00,36.00,84.65
Yuma,2025,Yuma_2025,2.00,5.00,4.00,36.00,82.55
Yuma,2025,Yuma_2025,3.00,1.00,6.00,36.00,78.34
Burlington,2025,Burlington_2025,1.00,10.00,3.00,37.00,71.54
Burlington,2025,Burlington_2025,2.00,4.00,6.00,37.00,66.97
Burlington,2025,Burlington_2025,3.00,9.00,9.00,37.00,72.15
Lamar,2025,Lamar_2025,1.00,2.00,2.00,37.00,82.98
Lamar,2025,Lamar_2025,2.00,9.00,4.00,37.00,78.90
Lamar,2025,Lamar_2025,3.00,16.00,6.00,37.00,81.10
SLake,2025,SLake_2025,1.00,8.00,1.00,37.00,66.98
SLake,2025,SLake_2025,2.00,18.00,4.00,37.00,65.80
SLake,2025,SLake_2025,3.00,6.00,5.00,37.00,70.22
Walsh,2025,Walsh_2025,1.00,9.00,2.00,37.00,68.60
Walsh,2025,Walsh_2025,2.00,4.00,3.00,37.00,72.45
Walsh,2025,Walsh_2025,3.00,10.00,6.00,37.00,60.07
Akron,2025,Akron_2025,1.00,10.00,4.00,37.00,50.44
Akron,2025,Akron_2025,2.00,12.00,6.00,37.00,48.09
Akron,2025,Akron_2025,3.00,1.00,10.00,37.00,44.12
Genoa,2025,Genoa_2025,1.00,10.00,1.00,37.00,43.63
Genoa,2025,Genoa_2025,2.00,16.00,3.00,37.00,58.81
Genoa,2025,Genoa_2025,3.00,3.00,6.00,37.00,56.83
Julesburg,2025,Julesburg_2025,1.00,6.00,1.00,37.00,60.81
Julesburg,2025,Julesburg_2025,2.00,7.00,5.00,37.00,48.60
Julesburg,2025,Julesburg_2025,3.00,5.00,10.00,37.00,58.68
Orchard,2025,Orchard_2025,1.00,1.00,2.00,37.00,23.32
Orchard,2025,Orchard_2025,2.00,16.00,4.00,37.00,19.17
Orchard,2025,Orchard_2025,3.00,17.00,7.00,37.00,23.38
Yuma,2025,Yuma_2025,1.00,25.00,2.00,37.00,92.17
Yuma,2025,Yuma_2025,2.00,14.00,3.00,37.00,83.23
Yuma,2025,Yuma_2025,3.00,5.00,5.00,37.00,88.09
Burlington,2025,Burlington_2025,1.00,9.00,2.00,40.00,58.88
Burlington,2025,Burlington_2025,2.00,8.00,8.00,40.00,67.31
Burlington,2025,Burlington_2025,3.00,6.00,10.00,40.00,70.21
Lamar,2025,Lamar_2025,1.00,6.00,2.00,40.00,70.65
Lamar,2025,Lamar_2025,2.00,7.00,4.00,40.00,74.43
Lamar,2025,Lamar_2025,3.00,2.00,5.00,40.00,76.57
SLake,2025,SLake_2025,1.00,9.00,2.00,40.00,66.93
SLake,2025,SLake_2025,2.00,19.00,3.00,40.00,74.68
SLake,2025,SLake_2025,3.00,16.00,6.00,40.00,63.59
Walsh,2025,Walsh_2025,1.00,11.00,1.00,40.00,80.60
Walsh,2025,Walsh_2025,2.00,16.00,4.00,40.00,62.80
Walsh,2025,Walsh_2025,3.00,3.00,5.00,40.00,60.68
Akron,2025,Akron_2025,1.00,11.00,2.00,40.00,46.87
Akron,2025,Akron_2025,2.00,5.00,7.00,40.00,48.96
Akron,2025,Akron_2025,3.00,6.00,12.00,40.00,40.51
Genoa,2025,Genoa_2025,1.00,26.00,1.00,40.00,58.58
Genoa,2025,Genoa_2025,2.00,7.00,4.00,40.00,42.32
Genoa,2025,Genoa_2025,3.00,6.00,6.00,40.00,32.19
Julesburg,2025,Julesburg_2025,1.00,13.00,1.00,40.00,60.80
Julesburg,2025,Julesburg_2025,2.00,1.00,8.00,40.00,46.99
Julesburg,2025,Julesburg_2025,3.00,12.00,9.00,40.00,58.53
Orchard,2025,Orchard_2025,1.00,8.00,3.00,40.00,17.38
Orchard,2025,Orchard_2025,2.00,10.00,6.00,40.00,19.62
Orchard,2025,Orchard_2025,3.00,18.00,7.00,40.00,28.96
Yuma,2025,Yuma_2025,1.00,5.00,1.00,40.00,91.76
Yuma,2025,Yuma_2025,2.00,1.00,4.00,40.00,84.69
Yuma,2025,Yuma_2025,3.00,19.00,6.00,40.00,89.32
Burlington,2025,Burlington_2025,1.00,2.00,2.00,41.00,43.25
Burlington,2025,Burlington_2025,2.00,1.00,8.00,41.00,50.88
Burlington,2025,Burlington_2025,3.00,5.00,9.00,41.00,55.03
Lamar,2025,Lamar_2025,1.00,19.00,2.00,41.00,69.77
Lamar,2025,Lamar_2025,2.00,6.00,4.00,41.00,
Lamar,2025,Lamar_2025,3.00,17.00,5.00,41.00,68.58
SLake,2025,SLake_2025,1.00,20.00,1.00,41.00,61.60
SLake,2025,SLake_2025,2.00,5.00,4.00,41.00,63.95
SLake,2025,SLake_2025,3.00,16.00,5.00,41.00,64.27
Walsh,2025,Walsh_2025,1.00,21.00,1.00,41.00,
Walsh,2025,Walsh_2025,2.00,18.00,3.00,41.00,68.89
Walsh,2025,Walsh_2025,3.00,13.00,6.00,41.00,60.61
Akron,2025,Akron_2025,1.00,3.00,4.00,41.00,38.69
Akron,2025,Akron_2025,2.00,6.00,8.00,41.00,37.03
Akron,2025,Akron_2025,3.00,1.00,12.00,41.00,28.70
Genoa,2025,Genoa_2025,1.00,24.00,2.00,41.00,44.94
Genoa,2025,Genoa_2025,2.00,12.00,3.00,41.00,44.80
Genoa,2025,Genoa_2025,3.00,15.00,5.00,41.00,48.18
Julesburg,2025,Julesburg_2025,1.00,6.00,2.00,41.00,59.09
Julesburg,2025,Julesburg_2025,2.00,9.00,7.00,41.00,47.60
Julesburg,2025,Julesburg_2025,3.00,11.00,12.00,41.00,64.36
Orchard,2025,Orchard_2025,1.00,3.00,3.00,41.00,27.28
Orchard,2025,Orchard_2025,2.00,17.00,6.00,41.00,16.95
Orchard,2025,Orchard_2025,3.00,18.00,9.00,41.00,24.31
Yuma,2025,Yuma_2025,1.00,9.00,2.00,41.00,87.81
Yuma,2025,Yuma_2025,2.00,26.00,3.00,41.00,67.90
Yuma,2025,Yuma_2025,3.00,17.00,5.00,41.00,75.59
Burlington,2025,Burlington_2025,1.00,1.00,4.00,42.00,62.62
Burlington,2025,Burlington_2025,2.00,9.00,5.00,42.00,
Burlington,2025,Burlington_2025,3.00,2.00,11.00,42.00,67.39
Lamar,2025,Lamar_2025,1.00,13.00,2.00,42.00,78.36
Lamar,2025,Lamar_2025,2.00,3.00,4.00,42.00,72.42
Lamar,2025,Lamar_2025,3.00,5.00,5.00,42.00,74.39
SLake,2025,SLake_2025,1.00,10.00,1.00,42.00,64.00
SLake,2025,SLake_2025,2.00,13.00,4.00,42.00,67.35
SLake,2025,SLake_2025,3.00,21.00,6.00,42.00,59.41
Walsh,2025,Walsh_2025,1.00,13.00,2.00,42.00,68.13
Walsh,2025,Walsh_2025,2.00,8.00,3.00,42.00,70.62
Walsh,2025,Walsh_2025,3.00,2.00,5.00,42.00,62.12
Akron,2025,Akron_2025,1.00,1.00,1.00,42.00,54.17
Akron,2025,Akron_2025,2.00,5.00,8.00,42.00,47.89
Akron,2025,Akron_2025,3.00,8.00,10.00,42.00,46.69
Genoa,2025,Genoa_2025,1.00,6.00,2.00,42.00,37.99
Genoa,2025,Genoa_2025,2.00,22.00,3.00,42.00,49.01
Genoa,2025,Genoa_2025,3.00,24.00,6.00,42.00,41.55
Julesburg,2025,Julesburg_2025,1.00,5.00,3.00,42.00,62.59
Julesburg,2025,Julesburg_2025,2.00,10.00,6.00,42.00,53.84
Julesburg,2025,Julesburg_2025,3.00,1.00,10.00,42.00,36.66
Orchard,2025,Orchard_2025,1.00,4.00,3.00,42.00,23.82
Orchard,2025,Orchard_2025,2.00,6.00,5.00,42.00,20.69
Orchard,2025,Orchard_2025,3.00,5.00,7.00,42.00,25.72
Yuma,2025,Yuma_2025,1.00,21.00,2.00,42.00,88.55
Yuma,2025,Yuma_2025,2.00,20.00,4.00,42.00,87.25
Yuma,2025,Yuma_2025,3.00,18.00,5.00,42.00,80.48
Burlington,2025,Burlington_2025,1.00,1.00,3.00,43.00,36.18
Burlington,2025,Burlington_2025,2.00,11.00,8.00,43.00,49.79
Burlington,2025,Burlington_2025,3.00,7.00,10.00,43.00,49.31
Lamar,2025,Lamar_2025,1.00,6.00,1.00,43.00,80.89
Lamar,2025,Lamar_2025,2.00,12.00,4.00,43.00,72.21
Lamar,2025,Lamar_2025,3.00,1.00,5.00,43.00,72.67
SLake,2025,SLake_2025,1.00,17.00,2.00,43.00,62.38
SLake,2025,SLake_2025,2.00,14.00,4.00,43.00,65.23
SLake,2025,SLake_2025,3.00,12.00,6.00,43.00,62.13
Walsh,2025,Walsh_2025,1.00,15.00,1.00,43.00,
Walsh,2025,Walsh_2025,2.00,11.00,3.00,43.00,54.74
Walsh,2025,Walsh_2025,3.00,7.00,6.00,43.00,47.33
Akron,2025,Akron_2025,1.00,9.00,2.00,43.00,27.21
Akron,2025,Akron_2025,2.00,1.00,8.00,43.00,26.16
Akron,2025,Akron_2025,3.00,7.00,12.00,43.00,15.93
Genoa,2025,Genoa_2025,1.00,19.00,1.00,43.00,44.31
Genoa,2025,Genoa_2025,2.00,12.00,4.00,43.00,51.66
Genoa,2025,Genoa_2025,3.00,9.00,5.00,43.00,38.90
Julesburg,2025,Julesburg_2025,1.00,5.00,1.00,43.00,54.41
Julesburg,2025,Julesburg_2025,2.00,6.00,6.00,43.00,59.55
Julesburg,2025,Julesburg_2025,3.00,8.00,12.00,43.00,57.19
Orchard,2025,Orchard_2025,1.00,11.00,3.00,43.00,19.12
Orchard,2025,Orchard_2025,2.00,6.00,6.00,43.00,19.10
Orchard,2025,Orchard_2025,3.00,9.00,9.00,43.00,19.91
Yuma,2025,Yuma_2025,1.00,11.00,2.00,43.00,78.24
Yuma,2025,Yuma_2025,2.00,1.00,3.00,43.00,69.03
Yuma,2025,Yuma_2025,3.00,22.00,5.00,43.00,69.00
Burlington,2025,Burlington_2025,1.00,5.00,2.00,44.00,41.85
Burlington,2025,Burlington_2025,2.00,8.00,6.00,44.00,45.48
Burlington,2025,Burlington_2025,3.00,4.00,10.00,44.00,51.98
Lamar,2025,Lamar_2025,1.00,9.00,1.00,44.00,73.81
Lamar,2025,Lamar_2025,2.00,12.00,3.00,44.00,68.38
Lamar,2025,Lamar_2025,3.00,13.00,6.00,44.00,72.28
SLake,2025,SLake_2025,1.00,3.00,1.00,44.00,63.53
SLake,2025,SLake_2025,2.00,13.00,3.00,44.00,70.99
SLake,2025,SLake_2025,3.00,11.00,6.00,44.00,56.15
Walsh,2025,Walsh_2025,1.00,15.00,2.00,44.00,61.27
Walsh,2025,Walsh_2025,2.00,19.00,4.00,44.00,50.42
Walsh,2025,Walsh_2025,3.00,1.00,5.00,44.00,55.18
Akron,2025,Akron_2025,1.00,5.00,2.00,44.00,32.96
Akron,2025,Akron_2025,2.00,2.00,5.00,44.00,34.58
Akron,2025,Akron_2025,3.00,13.00,12.00,44.00,29.64
Genoa,2025,Genoa_2025,1.00,16.00,1.00,44.00,50.96
Genoa,2025,Genoa_2025,2.00,7.00,3.00,44.00,38.79
Genoa,2025,Genoa_2025,3.00,25.00,5.00,44.00,42.59
Julesburg,2025,Julesburg_2025,1.00,1.00,4.00,44.00,45.72
Julesburg,2025,Julesburg_2025,2.00,5.00,7.00,44.00,55.00
Julesburg,2025,Julesburg_2025,3.00,11.00,9.00,44.00,61.59
Orchard,2025,Orchard_2025,1.00,14.00,2.00,44.00,27.56
Orchard,2025,Orchard_2025,2.00,7.00,6.00,44.00,31.11
Orchard,2025,Orchard_2025,3.00,5.00,9.00,44.00,38.35
Yuma,2025,Yuma_2025,1.00,23.00,1.00,44.00,82.51
Yuma,2025,Yuma_2025,2.00,25.00,3.00,44.00,72.89
Yuma,2025,Yuma_2025,3.00,8.00,6.00,44.00,78.79
Burlington,2025,Burlington_2025,1.00,1.00,2.00,45.00,60.46
Burlington,2025,Burlington_2025,2.00,10.00,8.00,45.00,68.51
Burlington,2025,Burlington_2025,3.00,8.00,9.00,45.00,66.22
Lamar,2025,Lamar_2025,1.00,16.00,2.00,45.00,71.73
Lamar,2025,Lamar_2025,2.00,3.00,3.00,45.00,66.37
Lamar,2025,Lamar_2025,3.00,18.00,5.00,45.00,72.22
SLake,2025,SLake_2025,1.00,2.00,1.00,45.00,71.44
SLake,2025,SLake_2025,2.00,21.00,3.00,45.00,74.73
SLake,2025,SLake_2025,3.00,5.00,6.00,45.00,62.51
Walsh,2025,Walsh_2025,1.00,20.00,2.00,45.00,65.41
Walsh,2025,Walsh_2025,2.00,9.00,4.00,45.00,69.91
Walsh,2025,Walsh_2025,3.00,15.00,6.00,45.00,68.81
Akron,2025,Akron_2025,1.00,7.00,3.00,45.00,53.67
Akron,2025,Akron_2025,2.00,13.00,5.00,45.00,49.07
Akron,2025,Akron_2025,3.00,4.00,9.00,45.00,58.00
Genoa,2025,Genoa_2025,1.00,24.00,1.00,45.00,47.09
Genoa,2025,Genoa_2025,2.00,25.00,4.00,45.00,51.97
Genoa,2025,Genoa_2025,3.00,19.00,6.00,45.00,44.35
Julesburg,2025,Julesburg_2025,1.00,2.00,4.00,45.00,47.24
Julesburg,2025,Julesburg_2025,2.00,3.00,5.00,45.00,60.45
Julesburg,2025,Julesburg_2025,3.00,4.00,10.00,45.00,60.55
Orchard,2025,Orchard_2025,1.00,11.00,2.00,45.00,22.39
Orchard,2025,Orchard_2025,2.00,4.00,6.00,45.00,
Orchard,2025,Orchard_2025,3.00,7.00,9.00,45.00,32.45
Yuma,2025,Yuma_2025,1.00,13.00,1.00,45.00,79.59
Yuma,2025,Yuma_2025,2.00,15.00,4.00,45.00,86.31
Yuma,2025,Yuma_2025,3.00,17.00,6.00,45.00,86.27
Burlington,2025,Burlington_2025,1.00,4.00,3.00,46.00,65.08
Burlington,2025,Burlington_2025,2.00,5.00,5.00,46.00,58.32
Burlington,2025,Burlington_2025,3.00,1.00,11.00,46.00,70.12
Lamar,2025,Lamar_2025,1.00,13.00,1.00,46.00,70.87
Lamar,2025,Lamar_2025,2.00,21.00,3.00,46.00,61.42
Lamar,2025,Lamar_2025,3.00,6.00,6.00,46.00,70.71
SLake,2025,SLake_2025,1.00,10.00,2.00,46.00,57.76
SLake,2025,SLake_2025,2.00,16.00,3.00,46.00,64.03
SLake,2025,SLake_2025,3.00,9.00,6.00,46.00,60.86
Walsh,2025,Walsh_2025,1.00,6.00,1.00,46.00,70.99
Walsh,2025,Walsh_2025,2.00,17.00,3.00,46.00,76.98
Walsh,2025,Walsh_2025,3.00,8.00,5.00,46.00,61.46
Akron,2025,Akron_2025,1.00,10.00,3.00,46.00,43.62
Akron,2025,Akron_2025,2.00,4.00,7.00,46.00,44.71
Akron,2025,Akron_2025,3.00,8.00,11.00,46.00,42.02
Genoa,2025,Genoa_2025,1.00,22.00,1.00,46.00,54.64
Genoa,2025,Genoa_2025,2.00,9.00,3.00,46.00,49.23
Genoa,2025,Genoa_2025,3.00,3.00,5.00,46.00,44.91
Julesburg,2025,Julesburg_2025,1.00,4.00,1.00,46.00,72.61
Julesburg,2025,Julesburg_2025,2.00,2.00,7.00,46.00,43.95
Julesburg,2025,Julesburg_2025,3.00,11.00,11.00,46.00,61.37
Orchard,2025,Orchard_2025,1.00,16.00,1.00,46.00,14.00
Orchard,2025,Orchard_2025,2.00,7.00,5.00,46.00,20.32
Orchard,2025,Orchard_2025,3.00,11.00,7.00,46.00,22.58
Yuma,2025,Yuma_2025,1.00,17.00,2.00,46.00,85.76
Yuma,2025,Yuma_2025,2.00,11.00,4.00,46.00,83.62
Yuma,2025,Yuma_2025,3.00,8.00,5.00,46.00,82.70
